country,country_code,sector,subsector,btype,bage,topic,feature,type,detail,estimated,value,unit,source,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.08566525052021,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Occupancy,Occupied [Mil.],,0,0.54418735150902,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Occupancy,Vacant [Mil.],,1,0.074592271079171,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Occupancy,Secondary dwellings/ units and others [Mil.],,1,0.013358267913261,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Construction features (U-values),Walls,,0,0.880181947788824,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Construction features (U-values),Windows ,,0,1.95751788381458,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Construction features (U-values),Roof ,,0,0.516303379649257,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1980 - 1989,BUILDING,Construction features (U-values),Floor ,,0,0.518046800726501,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1980 - 1989,WALLS,construction material,brick,,0,0.774974451693461,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WALLS,construction material,concrete,,0,0.225025548306539,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WALLS,construction methodology,honeycomb bricks / hollow blocks wall,,0,0.864383348654586,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WALLS,construction methodology,other,,0,0.135616651345414,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WINDOWS,construction material,synthetic / pvc,,0,0.88748722584673,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WINDOWS,construction material,aluminium,,0,0.112512774153269,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WINDOWS,construction methodology,single glazing,,0,0.135616651345414,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WINDOWS,construction methodology,double glazing,,0,0.864383348654586,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,WINDOWS,construction methodology,,low-e,0,0.842782777366168,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ROOF,construction material,wood,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ROOF,construction material,flat roof,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ROOF,construction material,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,FLOOR,construction material,concrete,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,FLOOR,construction methodology,concrete slab,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,FLOOR,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,122.159155350813,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,38.5673483183947,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,18.1252170940666,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,162.215142390345,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,6.5564492141271,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,27.1878256410998,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,5.60344769588186,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.038371541890982,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,7.5742253324606,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1980 - 1989,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.006523162121467,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Area,Constructed area [Mm²],,0,49.0476096,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Area,Heated area [Mm²],,0,45.3182434608852,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Area,Cooled area [Mm²],,0,1.118445,Mm²,,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Area,Number of dwellings/units [Mil.],,0,0.629771438026014,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Area,Number of buildings [Mil.],,0,0.511159777052504,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.36022926255088,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.171297831143076,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.098244344332058,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Occupancy,Occupied [Mil.],,0,0.633441260091875,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Occupancy,Vacant [Mil.],,1,0.087308945060945,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Occupancy,Secondary dwellings/ units and others [Mil.],,1,0.019156108922983,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Construction features (U-values),Walls,,0,0.35,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Construction features (U-values),Windows ,,0,1.29466213007861,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Construction features (U-values),Roof ,,0,0.286233893363888,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1990 - 1999,BUILDING,Construction features (U-values),Floor ,,0,0.374045049322852,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Austria,at,Residential sector,Total,Total,1990 - 1999,WALLS,construction material,concrete,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,WALLS,construction methodology,honeycomb bricks / hollow blocks wall,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,WALLS,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,WINDOWS,construction material,synthetic / pvc,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,WINDOWS,construction methodology,single glazing,,0,0.194301008300311,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,WINDOWS,construction methodology,double glazing,,0,0.805698991699689,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,WINDOWS,construction methodology,,low-e,0,0.194301008300311,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ROOF,construction material,wood,,0,0.805698991699689,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ROOF,construction material,concrete + bricks,,0,0.194301008300311,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ROOF,construction material,flat roof,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ROOF,construction material,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,FLOOR,construction material,concrete,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,FLOOR,construction methodology,concrete slab,,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,FLOOR,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,107.147466462712,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,27.0545832224926,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,18.4765852200075,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,142.281120715835,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,4.59927914782374,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,27.7148778300113,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,5.76196730998626,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.030259063332281,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,7.80727897640589,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,1990 - 1999,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.005144040766488,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Area,Constructed area [Mm²],,0,24.0038048,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Area,Heated area [Mm²],,0,22.1835542411829,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Area,Cooled area [Mm²],,0,0.581107,Mm²,,,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Area,Number of dwellings/units [Mil.],,0,0.308208917626675,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Area,Number of buildings [Mil.],,0,0.250160601302369,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.176295500882458,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.083832825594456,1e6 dimensionless,Own calculations,,,,
Austria,at,Residential sector,Total,Total,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.048080591149761,1e6 dimensionless,Own calculations,,,,
